operator;material_percentage;stars;elite;skill_level;s1_mastery;s2_mastery;s3_mastery;skill_upgrade_resources;elite1_resources;elite2_resources;elite_resources;mastery_resources;total_resources;spent_resources;needed_resources;needed_material_quantity;total_material_quantity
Rope;30.17;4;1;7;0;0;0;"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
2x Polyester
2x Oriron
2x Loxic Kohl
4x Skill Summary - 3
3x Manganese Ore";"15000x LMD
3x Specialist Chip
1x Sugar
1x Device";"60000x LMD
5x Specialist Chip Pack
15x Oriron Cluster
11x Sugar Pack";"75000x LMD
3x Specialist Chip
1x Sugar
1x Device
5x Specialist Chip Pack
15x Oriron Cluster
11x Sugar Pack";"24x Skill Summary - 3
4x Grindstone Pentahydrate
4x Loxic Kohl
2x Orirock Concentration
2x Bipolar Nanoflake
2x Polyester Lump
3x RMA70-24
3x Manganese Ore
2x Sugar Lump
2x D32 Steel
2x Oriron Block";"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
2x Polyester
2x Oriron
6x Loxic Kohl
28x Skill Summary - 3
6x Manganese Ore
75000x LMD
3x Specialist Chip
1x Sugar
1x Device
5x Specialist Chip Pack
15x Oriron Cluster
11x Sugar Pack
4x Grindstone Pentahydrate
2x Orirock Concentration
2x Bipolar Nanoflake
2x Polyester Lump
3x RMA70-24
2x Sugar Lump
2x D32 Steel
2x Oriron Block";"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
2x Polyester
2x Oriron
2x Loxic Kohl
4x Skill Summary - 3
3x Manganese Ore
15000x LMD
3x Specialist Chip
1x Sugar
1x Device";"4x Loxic Kohl
24x Skill Summary - 3
3x Manganese Ore
60000x LMD
5x Specialist Chip Pack
15x Oriron Cluster
11x Sugar Pack
4x Grindstone Pentahydrate
2x Orirock Concentration
2x Bipolar Nanoflake
2x Polyester Lump
3x RMA70-24
2x Sugar Lump
2x D32 Steel
2x Oriron Block";81;116
Roberta;0.0;4;0;0;0;0;0;"4x Skill Summary - 1
2x Damaged Device
9x Skill Summary - 2
2x Orirock Cube
3x Sugar
2x Grindstone
4x Skill Summary - 3
2x RMA70-12";"15000x LMD
3x Supporter Chip
1x Orirock Cube
1x Oriron";"60000x LMD
5x Supporter Chip Pack
14x Semi-natural Solvent
7x Integrated Device";"75000x LMD
3x Supporter Chip
1x Orirock Cube
1x Oriron
5x Supporter Chip Pack
14x Semi-natural Solvent
7x Integrated Device";"24x Skill Summary - 3
1x Grindstone Pentahydrate
4x Loxic Kohl
2x Oriron Block
2x Incandescent Alloy Block
2x Bipolar Nanoflake
2x Manganese Trihydrate
1x RMA70-24
3x Manganese Ore
2x Keton Colloid
2x Refined Solvent
2x Polymerization Preparation
2x White Horse Kohl";"4x Skill Summary - 1
2x Damaged Device
9x Skill Summary - 2
3x Orirock Cube
3x Sugar
2x Grindstone
28x Skill Summary - 3
2x RMA70-12
75000x LMD
3x Supporter Chip
1x Oriron
5x Supporter Chip Pack
14x Semi-natural Solvent
7x Integrated Device
1x Grindstone Pentahydrate
4x Loxic Kohl
2x Oriron Block
2x Incandescent Alloy Block
2x Bipolar Nanoflake
2x Manganese Trihydrate
1x RMA70-24
3x Manganese Ore
2x Keton Colloid
2x Refined Solvent
2x Polymerization Preparation
2x White Horse Kohl";;"4x Skill Summary - 1
2x Damaged Device
9x Skill Summary - 2
3x Orirock Cube
3x Sugar
2x Grindstone
28x Skill Summary - 3
2x RMA70-12
75000x LMD
3x Supporter Chip
1x Oriron
5x Supporter Chip Pack
14x Semi-natural Solvent
7x Integrated Device
1x Grindstone Pentahydrate
4x Loxic Kohl
2x Oriron Block
2x Incandescent Alloy Block
2x Bipolar Nanoflake
2x Manganese Trihydrate
1x RMA70-24
3x Manganese Ore
2x Keton Colloid
2x Refined Solvent
2x Polymerization Preparation
2x White Horse Kohl";108;108
Purestream;31.86;4;1;7;0;0;0;"4x Skill Summary - 1
5x Orirock
9x Skill Summary - 2
2x Sugar
3x Polyester
2x Manganese Ore
4x Skill Summary - 3
2x Grindstone";"15000x LMD
3x Medic Chip
1x Orirock Cube
1x Sugar";"60000x LMD
5x Medic Chip Pack
11x Integrated Device
9x Coagulating Gel";"75000x LMD
3x Medic Chip
1x Orirock Cube
1x Sugar
5x Medic Chip Pack
11x Integrated Device
9x Coagulating Gel";"24x Skill Summary - 3
1x Polymerized Gel
6x Orirock Cluster
2x Grindstone Pentahydrate
3x White Horse Kohl
2x D32 Steel
2x Optimized Device
1x Oriron Block
3x Incandescent Alloy
2x RMA70-24
2x Manganese Trihydrate
2x Bipolar Nanoflake
2x Keton Colloid";"4x Skill Summary - 1
5x Orirock
9x Skill Summary - 2
3x Sugar
3x Polyester
2x Manganese Ore
28x Skill Summary - 3
2x Grindstone
75000x LMD
3x Medic Chip
1x Orirock Cube
5x Medic Chip Pack
11x Integrated Device
9x Coagulating Gel
1x Polymerized Gel
6x Orirock Cluster
2x Grindstone Pentahydrate
3x White Horse Kohl
2x D32 Steel
2x Optimized Device
1x Oriron Block
3x Incandescent Alloy
2x RMA70-24
2x Manganese Trihydrate
2x Bipolar Nanoflake
2x Keton Colloid";"4x Skill Summary - 1
5x Orirock
9x Skill Summary - 2
3x Sugar
3x Polyester
2x Manganese Ore
4x Skill Summary - 3
2x Grindstone
15000x LMD
3x Medic Chip
1x Orirock Cube";"24x Skill Summary - 3
60000x LMD
5x Medic Chip Pack
11x Integrated Device
9x Coagulating Gel
1x Polymerized Gel
6x Orirock Cluster
2x Grindstone Pentahydrate
3x White Horse Kohl
2x D32 Steel
2x Optimized Device
1x Oriron Block
3x Incandescent Alloy
2x RMA70-24
2x Manganese Trihydrate
2x Bipolar Nanoflake
2x Keton Colloid";77;113
Podenco;30.63;4;1;7;0;0;0;"4x Skill Summary - 1
2x Damaged Device
9x Skill Summary - 2
2x Orirock Cube
3x Sugar
2x Oriron Cluster
4x Skill Summary - 3
3x Orirock Cluster";"15000x LMD
3x Supporter Chip
1x Polyester
1x Oriron";"60000x LMD
5x Supporter Chip Pack
19x Incandescent Alloy
5x Grindstone";"75000x LMD
3x Supporter Chip
1x Polyester
1x Oriron
5x Supporter Chip Pack
19x Incandescent Alloy
5x Grindstone";"24x Skill Summary - 3
1x Optimized Device
2x Oriron Cluster
4x Polymerized Gel
3x Orirock Concentration
2x Bipolar Nanoflake
4x Incandescent Alloy Block
1x Oriron Block
3x Incandescent Alloy
2x Keton Colloid
2x D32 Steel";"4x Skill Summary - 1
2x Damaged Device
9x Skill Summary - 2
2x Orirock Cube
3x Sugar
4x Oriron Cluster
28x Skill Summary - 3
3x Orirock Cluster
75000x LMD
3x Supporter Chip
1x Polyester
1x Oriron
5x Supporter Chip Pack
22x Incandescent Alloy
5x Grindstone
1x Optimized Device
4x Polymerized Gel
3x Orirock Concentration
2x Bipolar Nanoflake
4x Incandescent Alloy Block
1x Oriron Block
2x Keton Colloid
2x D32 Steel";"4x Skill Summary - 1
2x Damaged Device
9x Skill Summary - 2
2x Orirock Cube
3x Sugar
2x Oriron Cluster
4x Skill Summary - 3
3x Orirock Cluster
15000x LMD
3x Supporter Chip
1x Polyester
1x Oriron";"2x Oriron Cluster
24x Skill Summary - 3
60000x LMD
5x Supporter Chip Pack
22x Incandescent Alloy
5x Grindstone
1x Optimized Device
4x Polymerized Gel
3x Orirock Concentration
2x Bipolar Nanoflake
4x Incandescent Alloy Block
1x Oriron Block
2x Keton Colloid
2x D32 Steel";77;111
Pinecone;31.19;4;1;7;0;0;0;"4x Skill Summary - 1
3x Oriron Shard
9x Skill Summary - 2
2x Polyketon
2x Device
2x Loxic Kohl
4x Skill Summary - 3
3x Manganese Ore";"15000x LMD
3x Sniper Chip
1x Polyketon
1x Polyester";"60000x LMD
5x Sniper Chip Pack
16x Incandescent Alloy
8x Grindstone";"75000x LMD
3x Sniper Chip
1x Polyketon
1x Polyester
5x Sniper Chip Pack
16x Incandescent Alloy
8x Grindstone";"24x Skill Summary - 3
5x Oriron Block
3x Incandescent Alloy
2x Incandescent Alloy Block
2x Bipolar Nanoflake
2x Optimized Device
2x Oriron Cluster
2x Keton Colloid
2x Polymerized Gel
2x Polymerization Preparation";"4x Skill Summary - 1
3x Oriron Shard
9x Skill Summary - 2
3x Polyketon
2x Device
2x Loxic Kohl
28x Skill Summary - 3
3x Manganese Ore
75000x LMD
3x Sniper Chip
1x Polyester
5x Sniper Chip Pack
19x Incandescent Alloy
8x Grindstone
5x Oriron Block
2x Incandescent Alloy Block
2x Bipolar Nanoflake
2x Optimized Device
2x Oriron Cluster
2x Keton Colloid
2x Polymerized Gel
2x Polymerization Preparation";"4x Skill Summary - 1
3x Oriron Shard
9x Skill Summary - 2
3x Polyketon
2x Device
2x Loxic Kohl
4x Skill Summary - 3
3x Manganese Ore
15000x LMD
3x Sniper Chip
1x Polyester";"24x Skill Summary - 3
60000x LMD
5x Sniper Chip Pack
19x Incandescent Alloy
8x Grindstone
5x Oriron Block
2x Incandescent Alloy Block
2x Bipolar Nanoflake
2x Optimized Device
2x Oriron Cluster
2x Keton Colloid
2x Polymerized Gel
2x Polymerization Preparation";75;109
Perfumer;57.26;4;2;7;0;0;0;"4x Skill Summary - 1
3x Diketon
9x Skill Summary - 2
1x Device
4x Orirock Cube
2x RMA70-12
4x Skill Summary - 3
3x Orirock Cluster";"15000x LMD
3x Medic Chip
1x Polyketon
1x Polyester";"60000x LMD
5x Medic Chip Pack
19x Loxic Kohl
8x Aketon";"75000x LMD
3x Medic Chip
1x Polyketon
1x Polyester
5x Medic Chip Pack
19x Loxic Kohl
8x Aketon";"24x Skill Summary - 3
3x Sugar Lump
3x RMA70-12
2x Oriron Block
2x Bipolar Nanoflake
2x Grindstone Pentahydrate
3x Polyester Lump
5x Orirock Cluster
2x Keton Colloid
2x D32 Steel
2x Optimized Device";"4x Skill Summary - 1
3x Diketon
9x Skill Summary - 2
1x Device
4x Orirock Cube
5x RMA70-12
28x Skill Summary - 3
8x Orirock Cluster
75000x LMD
3x Medic Chip
1x Polyketon
1x Polyester
5x Medic Chip Pack
19x Loxic Kohl
8x Aketon
3x Sugar Lump
2x Oriron Block
2x Bipolar Nanoflake
2x Grindstone Pentahydrate
3x Polyester Lump
2x Keton Colloid
2x D32 Steel
2x Optimized Device";"4x Skill Summary - 1
3x Diketon
9x Skill Summary - 2
1x Device
4x Orirock Cube
2x RMA70-12
4x Skill Summary - 3
3x Orirock Cluster
75000x LMD
3x Medic Chip
1x Polyketon
1x Polyester
5x Medic Chip Pack
19x Loxic Kohl
8x Aketon";"3x RMA70-12
24x Skill Summary - 3
5x Orirock Cluster
3x Sugar Lump
2x Oriron Block
2x Bipolar Nanoflake
2x Grindstone Pentahydrate
3x Polyester Lump
2x Keton Colloid
2x D32 Steel
2x Optimized Device";50;117
Myrtle;77.27;4;2;7;3;0;0;"4x Skill Summary - 1
3x Diketon
9x Skill Summary - 2
1x Device
4x Orirock Cube
3x Sugar Pack
4x Skill Summary - 3
3x Polyester Pack";"15000x LMD
3x Vanguard Chip
1x Polyketon
1x Oriron";"60000x LMD
5x Vanguard Chip Pack
12x Grindstone
8x Integrated Device";"75000x LMD
3x Vanguard Chip
1x Polyketon
1x Oriron
5x Vanguard Chip Pack
12x Grindstone
8x Integrated Device";"24x Skill Summary - 3
3x Oriron Block
4x Sugar Pack
1x Optimized Device
2x Polymerization Preparation
2x Grindstone Pentahydrate
3x Keton Colloid
4x Polyester Pack
2x White Horse Kohl
2x Bipolar Nanoflake
2x Manganese Trihydrate";"4x Skill Summary - 1
3x Diketon
9x Skill Summary - 2
1x Device
4x Orirock Cube
7x Sugar Pack
28x Skill Summary - 3
7x Polyester Pack
75000x LMD
3x Vanguard Chip
1x Polyketon
1x Oriron
5x Vanguard Chip Pack
12x Grindstone
8x Integrated Device
3x Oriron Block
1x Optimized Device
2x Polymerization Preparation
2x Grindstone Pentahydrate
3x Keton Colloid
2x White Horse Kohl
2x Bipolar Nanoflake
2x Manganese Trihydrate";"4x Skill Summary - 1
3x Diketon
9x Skill Summary - 2
1x Device
4x Orirock Cube
7x Sugar Pack
16x Skill Summary - 3
3x Polyester Pack
75000x LMD
3x Vanguard Chip
1x Polyketon
1x Oriron
5x Vanguard Chip Pack
12x Grindstone
8x Integrated Device
3x Oriron Block
1x Optimized Device
2x Polymerization Preparation
2x Grindstone Pentahydrate";"12x Skill Summary - 3
4x Polyester Pack
3x Keton Colloid
2x White Horse Kohl
2x Bipolar Nanoflake
2x Manganese Trihydrate";25;110
Myrrh;29.57;4;1;7;0;0;0;"4x Skill Summary - 1
4x Ester
9x Skill Summary - 2
2x Oriron
2x Polyketon
2x Manganese Ore
4x Skill Summary - 3
2x Grindstone";"15000x LMD
3x Medic Chip
1x Polyester
1x Orirock Cube";"60000x LMD
5x Medic Chip Pack
14x Aketon
12x Polyester Pack";"75000x LMD
3x Medic Chip
1x Polyester
1x Orirock Cube
5x Medic Chip Pack
14x Aketon
12x Polyester Pack";"24x Skill Summary - 3
3x RMA70-24
3x Manganese Ore
2x Sugar Lump
2x D32 Steel
2x Oriron Block
4x Orirock Concentration
4x Grindstone
2x Polyester Lump
2x Polymerization Preparation
2x Manganese Trihydrate";"4x Skill Summary - 1
4x Ester
9x Skill Summary - 2
2x Oriron
2x Polyketon
5x Manganese Ore
28x Skill Summary - 3
6x Grindstone
75000x LMD
3x Medic Chip
1x Polyester
1x Orirock Cube
5x Medic Chip Pack
14x Aketon
12x Polyester Pack
3x RMA70-24
2x Sugar Lump
2x D32 Steel
2x Oriron Block
4x Orirock Concentration
2x Polyester Lump
2x Polymerization Preparation
2x Manganese Trihydrate";"4x Skill Summary - 1
4x Ester
9x Skill Summary - 2
2x Oriron
2x Polyketon
2x Manganese Ore
4x Skill Summary - 3
2x Grindstone
15000x LMD
3x Medic Chip
1x Polyester
1x Orirock Cube";"3x Manganese Ore
24x Skill Summary - 3
4x Grindstone
60000x LMD
5x Medic Chip Pack
14x Aketon
12x Polyester Pack
3x RMA70-24
2x Sugar Lump
2x D32 Steel
2x Oriron Block
4x Orirock Concentration
2x Polyester Lump
2x Polymerization Preparation
2x Manganese Trihydrate";81;115
Mousse;29.91;4;1;7;0;0;0;"4x Skill Summary - 1
3x Diketon
9x Skill Summary - 2
1x Device
4x Orirock Cube
2x Oriron Cluster
4x Skill Summary - 3
3x Aketon";"15000x LMD
3x Guard Chip
1x Polyketon
1x Device";"60000x LMD
5x Guard Chip Pack
20x Orirock Cluster
8x Grindstone";"75000x LMD
3x Guard Chip
1x Polyketon
1x Device
5x Guard Chip Pack
20x Orirock Cluster
8x Grindstone";"24x Skill Summary - 3
3x Optimized Device
2x Oriron Cluster
2x Manganese Trihydrate
2x Bipolar Nanoflake
2x Sugar Lump
4x White Horse Kohl
4x Aketon
2x Grindstone Pentahydrate
2x D32 Steel
2x Orirock Concentration";"4x Skill Summary - 1
3x Diketon
9x Skill Summary - 2
2x Device
4x Orirock Cube
4x Oriron Cluster
28x Skill Summary - 3
7x Aketon
75000x LMD
3x Guard Chip
1x Polyketon
5x Guard Chip Pack
20x Orirock Cluster
8x Grindstone
3x Optimized Device
2x Manganese Trihydrate
2x Bipolar Nanoflake
2x Sugar Lump
4x White Horse Kohl
2x Grindstone Pentahydrate
2x D32 Steel
2x Orirock Concentration";"4x Skill Summary - 1
3x Diketon
9x Skill Summary - 2
2x Device
4x Orirock Cube
2x Oriron Cluster
4x Skill Summary - 3
3x Aketon
15000x LMD
3x Guard Chip
1x Polyketon";"2x Oriron Cluster
24x Skill Summary - 3
4x Aketon
60000x LMD
5x Guard Chip Pack
20x Orirock Cluster
8x Grindstone
3x Optimized Device
2x Manganese Trihydrate
2x Bipolar Nanoflake
2x Sugar Lump
4x White Horse Kohl
2x Grindstone Pentahydrate
2x D32 Steel
2x Orirock Concentration";82;117
Meteor;29.57;4;1;7;0;0;0;"4x Skill Summary - 1
3x Oriron Shard
9x Skill Summary - 2
2x Polyketon
2x Device
2x Loxic Kohl
4x Skill Summary - 3
3x Manganese Ore";"15000x LMD
3x Sniper Chip
1x Oriron
1x Device";"60000x LMD
5x Sniper Chip Pack
14x Oriron Cluster
12x Polyester Pack";"75000x LMD
3x Sniper Chip
1x Oriron
1x Device
5x Sniper Chip Pack
14x Oriron Cluster
12x Polyester Pack";"24x Skill Summary - 3
4x Grindstone Pentahydrate
4x Loxic Kohl
2x Orirock Concentration
2x Polymerization Preparation
2x Optimized Device
3x RMA70-24
3x Manganese Ore
2x Sugar Lump
2x Bipolar Nanoflake
2x Oriron Block";"4x Skill Summary - 1
3x Oriron Shard
9x Skill Summary - 2
2x Polyketon
3x Device
6x Loxic Kohl
28x Skill Summary - 3
6x Manganese Ore
75000x LMD
3x Sniper Chip
1x Oriron
5x Sniper Chip Pack
14x Oriron Cluster
12x Polyester Pack
4x Grindstone Pentahydrate
2x Orirock Concentration
2x Polymerization Preparation
2x Optimized Device
3x RMA70-24
2x Sugar Lump
2x Bipolar Nanoflake
2x Oriron Block";"4x Skill Summary - 1
3x Oriron Shard
9x Skill Summary - 2
2x Polyketon
3x Device
2x Loxic Kohl
4x Skill Summary - 3
3x Manganese Ore
15000x LMD
3x Sniper Chip
1x Oriron";"4x Loxic Kohl
24x Skill Summary - 3
3x Manganese Ore
60000x LMD
5x Sniper Chip Pack
14x Oriron Cluster
12x Polyester Pack
4x Grindstone Pentahydrate
2x Orirock Concentration
2x Polymerization Preparation
2x Optimized Device
3x RMA70-24
2x Sugar Lump
2x Bipolar Nanoflake
2x Oriron Block";81;115
May;30.17;4;1;7;0;0;0;"4x Skill Summary - 1
4x Ester
9x Skill Summary - 2
2x Oriron
2x Polyketon
2x Integrated Device
4x Skill Summary - 3
3x Loxic Kohl";"15000x LMD
3x Sniper Chip
1x Oriron
1x Device";"60000x LMD
5x Sniper Chip Pack
14x Oriron Cluster
12x Polyester Pack";"75000x LMD
3x Sniper Chip
1x Oriron
1x Device
5x Sniper Chip Pack
14x Oriron Cluster
12x Polyester Pack";"24x Skill Summary - 3
3x Manganese Trihydrate
3x Integrated Device
2x RMA70-24
2x D32 Steel
2x Polyester Lump
4x Grindstone Pentahydrate
4x Loxic Kohl
2x Orirock Concentration
2x Polymerization Preparation
2x Optimized Device";"4x Skill Summary - 1
4x Ester
9x Skill Summary - 2
3x Oriron
2x Polyketon
5x Integrated Device
28x Skill Summary - 3
7x Loxic Kohl
75000x LMD
3x Sniper Chip
1x Device
5x Sniper Chip Pack
14x Oriron Cluster
12x Polyester Pack
3x Manganese Trihydrate
2x RMA70-24
2x D32 Steel
2x Polyester Lump
4x Grindstone Pentahydrate
2x Orirock Concentration
2x Polymerization Preparation
2x Optimized Device";"4x Skill Summary - 1
4x Ester
9x Skill Summary - 2
3x Oriron
2x Polyketon
2x Integrated Device
4x Skill Summary - 3
3x Loxic Kohl
15000x LMD
3x Sniper Chip
1x Device";"3x Integrated Device
24x Skill Summary - 3
4x Loxic Kohl
60000x LMD
5x Sniper Chip Pack
14x Oriron Cluster
12x Polyester Pack
3x Manganese Trihydrate
2x RMA70-24
2x D32 Steel
2x Polyester Lump
4x Grindstone Pentahydrate
2x Orirock Concentration
2x Polymerization Preparation
2x Optimized Device";81;116
Matterhorn;19.82;4;1;5;0;0;0;"4x Skill Summary - 1
2x Damaged Device
9x Skill Summary - 2
2x Orirock Cube
3x Sugar
3x Orirock Cluster
4x Skill Summary - 3
3x Sugar Pack";"15000x LMD
3x Defender Chip
1x Device
1x Oriron";"60000x LMD
5x Defender Chip Pack
14x Manganese Ore
7x Integrated Device";"75000x LMD
3x Defender Chip
1x Device
1x Oriron
5x Defender Chip Pack
14x Manganese Ore
7x Integrated Device";"24x Skill Summary - 3
5x Polyester Lump
5x Orirock Cluster
2x Keton Colloid
2x D32 Steel
3x Optimized Device
3x Oriron Block
4x Sugar Pack
2x Polymerization Preparation";"4x Skill Summary - 1
2x Damaged Device
9x Skill Summary - 2
2x Orirock Cube
3x Sugar
8x Orirock Cluster
28x Skill Summary - 3
7x Sugar Pack
75000x LMD
3x Defender Chip
1x Device
1x Oriron
5x Defender Chip Pack
14x Manganese Ore
7x Integrated Device
5x Polyester Lump
2x Keton Colloid
2x D32 Steel
3x Optimized Device
3x Oriron Block
2x Polymerization Preparation";"4x Skill Summary - 1
2x Damaged Device
6x Skill Summary - 2
2x Orirock Cube
3x Sugar
15000x LMD
3x Defender Chip
1x Device
1x Oriron";"3x Skill Summary - 2
8x Orirock Cluster
28x Skill Summary - 3
7x Sugar Pack
60000x LMD
5x Defender Chip Pack
14x Manganese Ore
7x Integrated Device
5x Polyester Lump
2x Keton Colloid
2x D32 Steel
3x Optimized Device
3x Oriron Block
2x Polymerization Preparation";89;111
Matoimaru;30.77;4;1;7;0;0;0;"4x Skill Summary - 1
5x Orirock
9x Skill Summary - 2
2x Sugar
3x Polyester
2x Manganese Ore
4x Skill Summary - 3
2x Grindstone";"15000x LMD
3x Guard Chip
1x Orirock Cube
1x Device";"60000x LMD
5x Guard Chip Pack
16x Aketon
10x Sugar Pack";"75000x LMD
3x Guard Chip
1x Orirock Cube
1x Device
5x Guard Chip Pack
16x Aketon
10x Sugar Pack";"24x Skill Summary - 3
3x RMA70-24
3x Manganese Ore
2x Sugar Lump
2x D32 Steel
4x Polyester Lump
4x Orirock Concentration
4x Grindstone
2x Polymerization Preparation
2x Optimized Device";"4x Skill Summary - 1
5x Orirock
9x Skill Summary - 2
2x Sugar
3x Polyester
5x Manganese Ore
28x Skill Summary - 3
6x Grindstone
75000x LMD
3x Guard Chip
1x Orirock Cube
1x Device
5x Guard Chip Pack
16x Aketon
10x Sugar Pack
3x RMA70-24
2x Sugar Lump
2x D32 Steel
4x Polyester Lump
4x Orirock Concentration
2x Polymerization Preparation
2x Optimized Device";"4x Skill Summary - 1
5x Orirock
9x Skill Summary - 2
2x Sugar
3x Polyester
2x Manganese Ore
4x Skill Summary - 3
2x Grindstone
15000x LMD
3x Guard Chip
1x Orirock Cube
1x Device";"3x Manganese Ore
24x Skill Summary - 3
4x Grindstone
60000x LMD
5x Guard Chip Pack
16x Aketon
10x Sugar Pack
3x RMA70-24
2x Sugar Lump
2x D32 Steel
4x Polyester Lump
4x Orirock Concentration
2x Polymerization Preparation
2x Optimized Device";81;117
Jessica;57.26;4;2;7;0;0;0;"4x Skill Summary - 1
4x Ester
9x Skill Summary - 2
2x Oriron
2x Polyketon
2x RMA70-12
4x Skill Summary - 3
3x Orirock Cluster";"15000x LMD
3x Sniper Chip
1x Polyester
1x Sugar";"60000x LMD
5x Sniper Chip Pack
20x Loxic Kohl
7x Oriron Cluster";"75000x LMD
3x Sniper Chip
1x Polyester
1x Sugar
5x Sniper Chip Pack
20x Loxic Kohl
7x Oriron Cluster";"24x Skill Summary - 3
3x Sugar Lump
3x RMA70-12
4x Oriron Block
2x Bipolar Nanoflake
3x Polyester Lump
5x Orirock Cluster
4x Keton Colloid
2x D32 Steel";"4x Skill Summary - 1
4x Ester
9x Skill Summary - 2
2x Oriron
2x Polyketon
5x RMA70-12
28x Skill Summary - 3
8x Orirock Cluster
75000x LMD
3x Sniper Chip
1x Polyester
1x Sugar
5x Sniper Chip Pack
20x Loxic Kohl
7x Oriron Cluster
3x Sugar Lump
4x Oriron Block
2x Bipolar Nanoflake
3x Polyester Lump
4x Keton Colloid
2x D32 Steel";"4x Skill Summary - 1
4x Ester
9x Skill Summary - 2
2x Oriron
2x Polyketon
2x RMA70-12
4x Skill Summary - 3
3x Orirock Cluster
75000x LMD
3x Sniper Chip
1x Polyester
1x Sugar
5x Sniper Chip Pack
20x Loxic Kohl
7x Oriron Cluster";"3x RMA70-12
24x Skill Summary - 3
5x Orirock Cluster
3x Sugar Lump
4x Oriron Block
2x Bipolar Nanoflake
3x Polyester Lump
4x Keton Colloid
2x D32 Steel";50;117
Jaye;32.11;4;1;7;0;0;0;"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
2x Polyester
2x Oriron
2x Integrated Device
4x Skill Summary - 3
3x Incandescent Alloy";"15000x LMD
3x Specialist Chip
1x Polyketon
1x Device";"60000x LMD
5x Specialist Chip Pack
14x Grindstone
8x Aketon";"75000x LMD
3x Specialist Chip
1x Polyketon
1x Device
5x Specialist Chip Pack
14x Grindstone
8x Aketon";"24x Skill Summary - 3
1x RMA70-24
3x Manganese Ore
3x Optimized Device
4x Oriron Block
4x Polymerization Preparation
2x Polymerized Gel
1x Manganese Trihydrate
3x Integrated Device
2x Incandescent Alloy Block";"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
2x Polyester
2x Oriron
5x Integrated Device
28x Skill Summary - 3
3x Incandescent Alloy
75000x LMD
3x Specialist Chip
1x Polyketon
1x Device
5x Specialist Chip Pack
14x Grindstone
8x Aketon
1x RMA70-24
3x Manganese Ore
3x Optimized Device
4x Oriron Block
4x Polymerization Preparation
2x Polymerized Gel
1x Manganese Trihydrate
2x Incandescent Alloy Block";"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
2x Polyester
2x Oriron
2x Integrated Device
4x Skill Summary - 3
3x Incandescent Alloy
15000x LMD
3x Specialist Chip
1x Polyketon
1x Device";"3x Integrated Device
24x Skill Summary - 3
60000x LMD
5x Specialist Chip Pack
14x Grindstone
8x Aketon
1x RMA70-24
3x Manganese Ore
3x Optimized Device
4x Oriron Block
4x Polymerization Preparation
2x Polymerized Gel
1x Manganese Trihydrate
2x Incandescent Alloy Block";74;109
Jackie;27.87;4;1;7;0;0;0;"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
2x Polyester
2x Oriron
2x Aketon
4x Skill Summary - 3
2x Integrated Device";"15000x LMD
3x Guard Chip
1x Polyester
1x Orirock Cube";"60000x LMD
5x Guard Chip Pack
19x Orirock Cluster
12x Loxic Kohl";"75000x LMD
3x Guard Chip
1x Polyester
1x Orirock Cube
5x Guard Chip Pack
19x Orirock Cluster
12x Loxic Kohl";"24x Skill Summary - 3
3x Polymerized Gel
6x Orirock Cluster
2x Orirock Concentration
3x Grindstone Pentahydrate
2x Bipolar Nanoflake
4x Crystalline Circuit
3x Incandescent Alloy Block
3x RMA70-12
2x Polymerization Preparation";"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
3x Polyester
2x Oriron
2x Aketon
28x Skill Summary - 3
2x Integrated Device
75000x LMD
3x Guard Chip
1x Orirock Cube
5x Guard Chip Pack
25x Orirock Cluster
12x Loxic Kohl
3x Polymerized Gel
2x Orirock Concentration
3x Grindstone Pentahydrate
2x Bipolar Nanoflake
4x Crystalline Circuit
3x Incandescent Alloy Block
3x RMA70-12
2x Polymerization Preparation";"4x Skill Summary - 1
4x Sugar Substitute
9x Skill Summary - 2
3x Polyester
2x Oriron
2x Aketon
4x Skill Summary - 3
2x Integrated Device
15000x LMD
3x Guard Chip
1x Orirock Cube";"24x Skill Summary - 3
60000x LMD
5x Guard Chip Pack
25x Orirock Cluster
12x Loxic Kohl
3x Polymerized Gel
2x Orirock Concentration
3x Grindstone Pentahydrate
2x Bipolar Nanoflake
4x Crystalline Circuit
3x Incandescent Alloy Block
3x RMA70-12
2x Polymerization Preparation";88;122
